tytuł ogłoszenia,link,lokalizacja,powierzchnia,cena,cena za metr,czynsz,liczba pokoi,rodzaj budynku,rynek
Dla Starszych I Młodszych - Kawalerka Z Windą Asp,https://www.otodom.pl/pl/oferta/dla-starszych-i-mlodszych-kawalerka-z-winda-asp-ID4uu9h.html,"Łódź, Bałuty",30.25,269000.0,8893.0,360.0,1.0,,wtórny
Niestandardowe Mieszkanie,https://www.otodom.pl/pl/oferta/niestandardowe-mieszkanie-ID4tOlc.html,"Łódź, Górna",75.03,349000.0,4651.0,700.0,3.0,,wtórny
Widzew Wschód | Po Remoncie | 1 Piętro | Loggia!,https://www.otodom.pl/pl/oferta/widzew-wschod-po-remoncie-1-pietro-loggia-ID4teDz.html,"Łódź, Widzew",60.39,550000.0,9107.0,600.0,3.0,,wtórny
Atraktycja Cena Za Mieszkanie,https://www.otodom.pl/pl/oferta/atraktycja-cena-za-mieszkanie-ID4qFaX.html,"Łódź, Widzew",47.0,320000.0,6809.0,,3.0,,wtórny
Słoneczna Kawalerka Z Balkonem Na Dołach,https://www.otodom.pl/pl/oferta/sloneczna-kawalerka-z-balkonem-na-dolach-ID4wn0s.html,"Łódź, Bałuty",26.16,250000.0,9557.0,400.0,1.0,,wtórny
Mieszkanie w pięknym rozkładzie,https://www.otodom.pl/pl/oferta/mieszkanie-w-pieknym-rozkladzie-ID4wag1.html,"Łódź, Bałuty",60.0,449000.0,7483.0,790.0,3.0,,wtórny
"BEZPOŚREDNIO, Mieszkanie 2 pok.+ kom lokatorska",https://www.otodom.pl/pl/oferta/bezposrednio-mieszkanie-2-pok-kom-lokatorska-ID4w93r.html,"Łódź, Widzew",53.2,558000.0,10489.0,700.0,2.0,,wtórny
Słoneczne 2 pokoje z balkonem zielona okolica ul. Rojna,https://www.olx.pl/d/oferta/sloneczne-2-pokoje-z-balkonem-zielona-okolica-ul-rojna-CID3-ID14B3tv.html,"Łódź, Bałuty",45.13,425000.0,9417.24,,2.0,Blok,Wtórny
2Pokoje⭐Trzystronne⭐Rozkładwe⭐Świetna Lokalizacja,https://www.otodom.pl/pl/oferta/2pokojetrzystronnerozkladweswietna-lokalizacja-ID4t7ZJ.html,"Łódź, Polesie",46.8,299000.0,6389.0,630.0,2.0,,wtórny
Mieszkanie 59 m2 Radogoszcz Łódź,https://www.otodom.pl/pl/oferta/mieszkanie-59-m2-radogoszcz-lodz-ID4wsQ4.html,"Łódź, Bałuty",59.0,520000.0,8814.0,800.0,2.0,,wtórny
"Mini apartamet w blokach, wykończony, ogród",https://www.otodom.pl/pl/oferta/mini-apartamet-w-blokach-wykonczony-ogrod-ID4wcdm.html,Łódź,37.0,365000.0,9865.0,400.0,2.0,,wtórny
Mieszkanie 38m² na Retkini – 2 piętro,https://www.otodom.pl/pl/oferta/mieszkanie-38m-na-retkini-2-pietro-ID4w8ve.html,"Łódź, Polesie",38.2,305000.0,7984.0,,2.0,,wtórny
"2 pokoje, 54m2, kamienica, centrum, inwestycja",https://www.otodom.pl/pl/oferta/2-pokoje-54m2-kamienica-centrum-inwestycja-ID4w0WC.html,"Łódź, Śródmieście",54.0,319000.0,5907.0,500.0,2.0,,wtórny
Wyjątkowe mieszkanie w centrum Łodzi - 4 pokoje,https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-w-centrum-lodzi-4-pokoje-ID4uYVb.html,"Łódź, Śródmieście",65.23,437000.0,6699.0,650.0,4.0,,wtórny
Ładne 2 pokoje do wprowadzenia na Bałutach.,https://www.otodom.pl/pl/oferta/ladne-2-pokoje-do-wprowadzenia-na-balutach-ID4w996.html,"Łódź, Bałuty",42.0,375000.0,8929.0,,2.0,,wtórny
Sprzedam Mieszkanie - Super Oferta !!!,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-super-oferta-ID4wrFz.html,"Łódź, Górna",59.5,469900.0,7897.0,700.0,2.0,,wtórny
Do wprowadzenia M4 na Widzewie/garaż,https://www.otodom.pl/pl/oferta/do-wprowadzenia-m4-na-widzewie-garaz-ID4uIL2.html,"Łódź, Widzew",63.38,585000.0,9230.0,800.0,3.0,,wtórny
"Przestronne 96m2 na Piotrkowskiej, parking, balkon",https://www.otodom.pl/pl/oferta/przestronne-96m2-na-piotrkowskiej-parking-balkon-ID4ugcE.html,"Łódź, Śródmieście",96.18,799000.0,8307.0,1364.0,4.0,,wtórny
Komfortowe 3pokoje na Chojnach//Standard Premium,https://www.otodom.pl/pl/oferta/komfortowe-3pokoje-na-chojnach-standard-premium-ID4tUWp.html,"Łódź, Górna",62.47,699000.0,11189.0,,3.0,,wtórny
Atrakcyjne 3 pokojowe mieszkanie,https://www.otodom.pl/pl/oferta/atrakcyjne-3-pokojowe-mieszkanie-ID4wjsQ.html,Łódź,84.66,650000.0,7678.0,,3.0,,wtórny
Mieszkanie W Stylu Paryskim,https://www.otodom.pl/pl/oferta/mieszkanie-w-stylu-paryskim-ID4uO4G.html,"Łódź, Polesie",186.88,1080000.0,5779.0,720.0,6.0,,wtórny
⭐Gotowa Inwestycja⭐2Pokoje⭐Śródmieście⭐,https://www.otodom.pl/pl/oferta/gotowa-inwestycja2pokojesrodmiescie-ID4tuN8.html,"Łódź, Śródmieście",40.1,275000.0,6858.0,420.0,2.0,,wtórny
4 pokojowe z dużym balkonem w inwestycji Duo Park,https://www.otodom.pl/pl/oferta/4-pokojowe-z-duzym-balkonem-w-inwestycji-duo-park-ID4rKm6.html,"Łódź, Górna",66.26,629470.0,9500.0,462.0,4.0,,pierwotny
Wejdź Spodoba Ci Się !!!,https://www.otodom.pl/pl/oferta/wejdz-spodoba-ci-sie-ID4w4lz.html,"Łódź, Bałuty",45.13,424900.0,9415.0,500.0,2.0,,wtórny
"Apartament na Osiedlu Sokołówka, Julianów",https://www.otodom.pl/pl/oferta/apartament-na-osiedlu-sokolowka-julianow-ID4wqoX.html,"Łódź, Bałuty",45.0,562950.0,12510.0,500.0,2.0,,wtórny
"Kawalerka 29m², Park Podolski, 1 piętro, niski czynsz!",https://www.olx.pl/d/oferta/kawalerka-29m-park-podolski-1-pietro-niski-czynsz-CID3-ID14wkze.html,"Łódź, Górna",29.0,213000.0,7344.83,,1.0,Blok,Wtórny
Duża kawalerka blisko Manufaktura / Park Zdrowie,https://www.otodom.pl/pl/oferta/duza-kawalerka-blisko-manufaktura-park-zdrowie-ID4wedE.html,"Łódź, Polesie",36.88,290000.0,7863.0,,1.0,,wtórny
"2-pokojowe mieszkanie na Górnej, blisko Vendo Park",https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-gornej-blisko-vendo-park-ID4w2CD.html,"Łódź, Górna",44.46,288000.0,6478.0,,2.0,,wtórny
Nowe Sady Prywatnie M3 z dużym tarasem.,https://www.otodom.pl/pl/oferta/nowe-sady-prywatnie-m3-z-duzym-tarasem-ID4uBe3.html,"Łódź, Polesie",37.0,469000.0,12676.0,353.0,2.0,,pierwotny
TRAKTOROWA 2 pokoje po remoncie z wyposażeniem. Balkon.,https://www.olx.pl/d/oferta/traktorowa-2-pokoje-po-remoncie-z-wyposazeniem-balkon-CID3-IDZmatI.html,"Łódź, Bałuty",48.0,439999.0,9166.65,,2.0,Blok,Wtórny
3M z widokiem na Park Rejtana + 2MP + KL,https://www.otodom.pl/pl/oferta/3m-z-widokiem-na-park-rejtana-2mp-kl-ID4wchP.html,"Łódź, Górna",57.76,596880.0,10334.0,,3.0,,pierwotny
"Inwestycja Przy Manufakturze, Gotowy Wynajem",https://www.otodom.pl/pl/oferta/inwestycja-przy-manufakturze-gotowy-wynajem-ID4tdUk.html,"Łódź, Bałuty",57.49,579000.0,10071.0,1070.0,2.0,,wtórny
Przestronne 2-pokojowe mieszkanie w centrum Łodzi,https://www.otodom.pl/pl/oferta/przestronne-2-pokojowe-mieszkanie-w-centrum-lodzi-ID4w9OP.html,"Łódź, Śródmieście",59.0,375000.0,6356.0,475.0,2.0,,wtórny
"Kawalerka, 1 piętro, Zielona okolica Park Podolski!",https://www.olx.pl/d/oferta/kawalerka-1-pietro-zielona-okolica-park-podolski-CID3-ID14Xk22.html,"Łódź, Górna",29.0,213997.0,7379.21,,1.0,Blok,Wtórny
"2-pokojowe mieszkanie ul. Kadłubka, pod klucz!",https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-ul-kadlubka-pod-klucz-ID4wnTr.html,"Łódź, Górna",37.0,366970.0,9918.0,400.0,2.0,,wtórny
Retkinia | M3 2 pokoje po remoncie generalnym | 0%,https://www.otodom.pl/pl/oferta/retkinia-m3-2-pokoje-po-remoncie-generalnym-0-ID4wija.html,"Łódź, Polesie",43.0,418900.0,9742.0,,2.0,,wtórny
Dwa komfortowe pokoje Tobaco Park,https://www.otodom.pl/pl/oferta/dwa-komfortowe-pokoje-tobaco-park-ID4wrqC.html,"Łódź, Polesie",47.17,559000.0,11851.0,,2.0,,wtórny
"2 pokoje, rozkład, balkon, do własnej aranżacji!",https://www.otodom.pl/pl/oferta/2-pokoje-rozklad-balkon-do-wlasnej-aranzacji-ID4wbD8.html,"Łódź, Bałuty",38.0,255970.0,6736.0,,2.0,,wtórny
"✅Panoramica- Bartoka, 2 pokoje-balkon, Do wejścia",https://www.otodom.pl/pl/oferta/panoramica-bartoka-2-pokoje-balkon-do-wejscia-ID4rIuz.html,"Łódź, Widzew",53.95,579000.0,10732.0,750.0,2.0,,wtórny
"M3 Po Remoncie, Balkon, Teofilów",https://www.otodom.pl/pl/oferta/m3-po-remoncie-balkon-teofilow-ID4w4BE.html,"Łódź, Bałuty",45.0,380000.0,8444.0,500.0,2.0,,wtórny
3 pokoje ul. Zbiorcza - do remontu,https://www.otodom.pl/pl/oferta/3-pokoje-ul-zbiorcza-do-remontu-ID4wsg8.html,"Łódź, Widzew",58.0,399000.0,6879.0,750.0,3.0,,wtórny
3 Pokoje Nowe Budownictwo przy parku Dąbrowskiego,https://www.otodom.pl/pl/oferta/3-pokoje-nowe-budownictwo-przy-parku-dabrowskiego-ID4uZrF.html,"Łódź, Górna",65.0,539000.0,8292.0,690.0,3.0,,wtórny
Blisko Uczelnie Wyższe ! Kawalerka Z Balkonem,https://www.otodom.pl/pl/oferta/blisko-uczelnie-wyzsze-kawalerka-z-balkonem-ID4wb40.html,"Łódź, Widzew",26.0,199000.0,7654.0,320.0,1.0,,wtórny
Kawalerka do remontu - vis a vis Wydziału Prawa UŁ,https://www.otodom.pl/pl/oferta/kawalerka-do-remontu-vis-a-vis-wydzialu-prawa-ul-ID4w2H7.html,"Łódź, Śródmieście",31.0,259000.0,8355.0,,1.0,,wtórny
"Mieszkanie 3 pokojowe – idealne dla rodziny, park",https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-idealne-dla-rodziny-park-ID4uYV5.html,"Łódź, Górna",52.35,365000.0,6972.0,660.0,3.0,,wtórny
Przepiękna kawalerka na Radogoszczu Zachodzie!,https://www.otodom.pl/pl/oferta/przepiekna-kawalerka-na-radogoszczu-zachodzie-ID4wthU.html,"Łódź, Bałuty",30.94,315000.0,10181.0,390.0,1.0,,wtórny
Przytulny kąt na Widzewie,https://www.otodom.pl/pl/oferta/przytulny-kat-na-widzewie-ID4w20b.html,"Łódź, Widzew",44.5,397000.0,8921.0,800.0,2.0,,wtórny
"Widok, zieleń, komunikacja, duży taras i komórka.",https://www.otodom.pl/pl/oferta/widok-zielen-komunikacja-duzy-taras-i-komorka-ID4tcl2.html,"Łódź, Polesie",56.0,365000.0,6518.0,,2.0,,wtórny
4-pokojowe mieszkanie 86m2 + loggia Bez Prowizji,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-86m2-loggia-bez-prowizji-ID4wsTO.html,"Łódź, Polesie",86.82,829131.0,9550.0,,4.0,,pierwotny
⭐️4 pokoje⭐️ 1 piętro⭐️po remoncie,https://www.otodom.pl/pl/oferta/4-pokoje-1-pietropo-remoncie-ID4w8q2.html,"Łódź, Bałuty",56.9,499900.0,8786.0,650.0,4.0,,wtórny
Przytulne  2 pokoje na zielonym Teofilowie  45 m2,https://www.olx.pl/d/oferta/przytulne-2-pokoje-na-zielonym-teofilowie-45-m2-CID3-ID14zFiG.html,"Łódź, Polesie",63.0,424900.0,6744.44,,2.0,Blok,Wtórny
"Przetarg na mieszkanie - Spółdzielnia Mieszkaniowa ""Żubardź""",https://www.olx.pl/d/oferta/przetarg-na-mieszkanie-spoldzielnia-mieszkaniowa-zubardz-CID3-ID14FcS2.html,"Łódź, Bałuty",30.48,180000.0,5905.51,,2.0,Blok,Wtórny
Dwa Pokoje Z Balkonem Po Remoncie!!!,https://www.otodom.pl/pl/oferta/dwa-pokoje-z-balkonem-po-remoncie-ID4pQjw.html,"Łódź, Bałuty",36.05,318000.0,8821.0,400.0,2.0,,wtórny
Retkinia przytulne M-3 do zamieszkania,https://www.otodom.pl/pl/oferta/retkinia-przytulne-m-3-do-zamieszkania-ID4waEd.html,"Łódź, Polesie",42.0,379000.0,9024.0,485.0,2.0,,wtórny
Mieszkanie pełne możliwości czeka na Ciebie!,https://www.otodom.pl/pl/oferta/mieszkanie-pelne-mozliwosci-czeka-na-ciebie-ID4uHRV.html,"Łódź, Bałuty",71.58,545000.0,7614.0,760.0,3.0,,wtórny
Sprzedam mieszkanie z projektem architektonicznym,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-z-projektem-architektonicznym-ID4tJKk.html,Łódź,32.11,239000.0,7443.0,578.0,2.0,,wtórny
Gotowe 3-pokoje ⭐️ Mirabelkowa Aleja ⭐️ BEZ PCC,https://www.otodom.pl/pl/oferta/gotowe-3-pokoje-mirabelkowa-aleja-bez-pcc-ID4uhuH.html,Łódź,58.0,720000.0,12414.0,500.0,3.0,,wtórny
Mieszkanie na sprzedaż/31m2/Apartamentowiec,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-31m2-apartamentowiec-ID4odTa.html,"Łódź, Górna",31.26,304999.0,9757.0,,1.0,,pierwotny
3 Pokojowe mieszkanie Widzew-Wschód bezpośrednio !,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-widzew-wschod-bezposrednio-ID4wbNW.html,"Łódź, Widzew",58.0,499000.0,8603.0,440.0,3.0,,wtórny
Mieszkanie WTBS ŁÓDŹ-ŚRÓDMIESCIE pełne wyposażenie,https://www.otodom.pl/pl/oferta/mieszkanie-wtbs-lodz-srodmiescie-pelne-wyposazenie-ID4utS2.html,"Łódź, Śródmieście",63.9,255000.0,3991.0,1350.0,3.0,,wtórny
3 pokoje Milionowa,https://www.olx.pl/d/oferta/3-pokoje-milionowa-CID3-ID11A1Y9.html,"Łódź, Widzew",63.0,410000.0,6507.94,,3.0,Blok,Wtórny
"Apartament 92m2 -dwupoziomowy +2 tarasy , gotowe do sprzedaży",https://www.olx.pl/d/oferta/apartament-92m2-dwupoziomowy-2-tarasy-gotowe-do-sprzedazy-CID3-IDVVYIr.html,"Łódź, Widzew",92.0,624652.0,6789.7,,4.0,Apartamentowiec,Pierwotny
"UNIWERSYTECKA! Duża kawalerka 34m2, BALKON, blok ogrodzony, parking",https://www.olx.pl/d/oferta/uniwersytecka-duza-kawalerka-34m2-balkon-blok-ogrodzony-parking-CID3-ID14YdIn.html,"Łódź, Śródmieście",34.0,350000.0,10294.12,,1.0,Blok,Wtórny
"Przestronne 3 pokoje z balkonem – Łódź, Tatrzańska",https://www.otodom.pl/pl/oferta/przestronne-3-pokoje-z-balkonem-lodz-tatrzanska-ID4wbjx.html,"Łódź, Widzew",47.22,339000.0,7179.0,500.0,3.0,,wtórny
M4 W Pełnym Rodkaldzie Do Wprowadzenia,https://www.otodom.pl/pl/oferta/m4-w-pelnym-rodkaldzie-do-wprowadzenia-ID4we58.html,"Łódź, Bałuty",60.0,514000.0,8567.0,0.0,3.0,,wtórny
"Wysoki parter, balkon, 4 pokoje po remoncie!",https://www.otodom.pl/pl/oferta/wysoki-parter-balkon-4-pokoje-po-remoncie-ID4weNB.html,"Łódź, Górna",63.0,599970.0,9523.0,550.0,4.0,,wtórny
Mieszkanie na widzewie w świetnej lokalizacji,https://www.otodom.pl/pl/oferta/mieszkanie-na-widzewie-w-swietnej-lokalizacji-ID4uJun.html,"Łódź, Widzew",52.05,429999.0,8261.0,500.0,2.0,,wtórny
3 lub 4 pokoje – mieszkanie stworzone dla rodziny!,https://www.otodom.pl/pl/oferta/3-lub-4-pokoje-mieszkanie-stworzone-dla-rodziny-ID4uHRY.html,"Łódź, Bałuty",71.58,545000.0,7614.0,760.0,4.0,,wtórny
"Ul. Mokra, 2 pokoje, 58 mkw",https://www.otodom.pl/pl/oferta/ul-mokra-2-pokoje-58-mkw-ID4wnvr.html,"Łódź, Bałuty",58.69,579990.0,9882.0,901.0,2.0,,wtórny
Kawalerka w centrum w idealnym stanie Bezpośrednio,https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-w-idealnym-stanie-bezposrednio-ID4f2wK.html,"Łódź, Śródmieście",22.0,195000.0,8864.0,136.0,1.0,,wtórny
"Piękne M3, Retkinia, Po Generalnym Remoncie",https://www.otodom.pl/pl/oferta/piekne-m3-retkinia-po-generalnym-remoncie-ID4uLrv.html,"Łódź, Polesie",42.5,419000.0,9859.0,0.0,2.0,,wtórny
"Mieszkanie, Łódź",https://www.otodom.pl/pl/oferta/-ID4uYbF.html,"Łódź, Śródmieście",80.77,829000.0,10264.0,900.0,2.0,,wtórny
3 Pokoje 55m2 dwa balkony Rozkładowe MegaPotencjał,https://www.otodom.pl/pl/oferta/3-pokoje-55m2-dwa-balkony-rozkladowe-megapotencjal-ID4uPdC.html,"Łódź, Górna",55.0,375000.0,6818.0,740.0,3.0,,wtórny
"W pełni rozkładowe, wielka loggia, Zarzew, Dąbrowa",https://www.otodom.pl/pl/oferta/w-pelni-rozkladowe-wielka-loggia-zarzew-dabrowa-ID4wcfq.html,"Łódź, Widzew",38.6,385000.0,9974.0,350.0,2.0,,wtórny
"Przytulna, przestronna i ciepła kawalerka",https://www.otodom.pl/pl/oferta/przytulna-przestronna-i-ciepla-kawalerka-ID4rwDs.html,"Łódź, Górna",30.24,226000.0,7474.0,,2.0,,wtórny
"Twoje miejsce w Łodzi – 3 pokoje, ul. Zagłoby",https://www.otodom.pl/pl/oferta/twoje-miejsce-w-lodzi-3-pokoje-ul-zagloby-ID4tVnp.html,"Łódź, Widzew",61.0,518000.0,8492.0,1200.0,3.0,,wtórny
Mieszkanie TBS Łódź- Nowosolna,https://www.olx.pl/d/oferta/mieszkanie-tbs-lodz-nowosolna-CID3-ID13TQ1H.html,"Łódź, Widzew",37.0,165000.0,4459.46,,1.0,Blok,Wtórny
Mieszkanie 84m2 + 2 miejsca garażowe|balkon|duża komórka Zarzew Widzew,https://www.olx.pl/d/oferta/mieszkanie-84m2-2-miejsca-garazowe-balkon-duza-komorka-zarzew-widzew-CID3-ID13Hva5.html,"Łódź, Widzew",84.0,885000.0,10535.71,,3.0,Apartamentowiec,Wtórny
Bez pośredników! Przytulne mieszkanie na Widzewie,https://www.otodom.pl/pl/oferta/bez-posrednikow-przytulne-mieszkanie-na-widzewie-ID4wnUJ.html,"Łódź, Widzew",46.03,379000.0,8234.0,600.0,2.0,,wtórny
Rozkładowe M4 Po Remoncie Na Radogoszczu!,https://www.otodom.pl/pl/oferta/rozkladowe-m4-po-remoncie-na-radogoszczu-ID4ukFo.html,"Łódź, Bałuty",52.85,509000.0,9631.0,650.0,3.0,,wtórny
Zadbane 2 Pokoje Na Olechowie W Nowym Bloku!,https://www.otodom.pl/pl/oferta/zadbane-2-pokoje-na-olechowie-w-nowym-bloku-ID4wgjS.html,"Łódź, Widzew",50.44,499000.0,9893.0,500.0,2.0,,wtórny
⭐Najtańsze po generalnym remoncie bez prowizji ‼️⭐,https://www.otodom.pl/pl/oferta/najtansze-po-generalnym-remoncie-bez-prowizji-ID4uKwz.html,"Łódź, Bałuty",45.5,399000.0,8769.0,450.0,2.0,,wtórny
Apartament dwupokojowy z balkonem Retkinia,https://www.otodom.pl/pl/oferta/apartament-dwupokojowy-z-balkonem-retkinia-ID4uXzB.html,"Łódź, Polesie",46.78,435000.0,9299.0,450.0,2.0,,pierwotny
2omkw po remoncie z c.o. miejskim,https://www.otodom.pl/pl/oferta/2omkw-po-remoncie-z-c-o-miejskim-ID4u3Pp.html,"Łódź, Polesie",20.0,30000.0,1500.0,800.0,1.0,,wtórny
Rozkładowe M4 Na Księżym Młynie,https://www.otodom.pl/pl/oferta/rozkladowe-m4-na-ksiezym-mlynie-ID4w1BI.html,"Łódź, Widzew",47.0,405000.0,8617.0,750.0,3.0,,wtórny
M-3 Widzew Łęczycka cegła 1 piętro!!,https://www.otodom.pl/pl/oferta/m-3-widzew-leczycka-cegla-1-pietro-ID4ueQA.html,"Łódź, Widzew",47.6,295000.0,6197.0,687.0,2.0,,wtórny
"Apartament 71m2 z ogródkiem, Nowe Rokicie",https://www.otodom.pl/pl/oferta/apartament-71m2-z-ogrodkiem-nowe-rokicie-ID4wcaA.html,"Łódź, Górna",71.0,850000.0,11972.0,460.0,3.0,,wtórny
Bałuty / Teofilów - rozkładowe M3 w bloku na I p. ul. Traktorowa,https://www.olx.pl/d/oferta/baluty-teofilow-rozkladowe-m3-w-bloku-na-i-p-ul-traktorowa-CID3-ID13YHXT.html,"Łódź, Bałuty",44.96,324000.0,7206.41,,2.0,Blok,Wtórny
"Piękna KAMIENICA 69m2 !3,7m wysokie! Jaracza GARAŻ",https://www.otodom.pl/pl/oferta/piekna-kamienica-69m2-3-7m-wysokie-jaracza-garaz-ID4tdm4.html,"Łódź, Śródmieście",69.41,449000.0,6469.0,500.0,3.0,,wtórny
M3/Bezpośrednio przy parku/Zbaraska/Po remoncie,https://www.otodom.pl/pl/oferta/m3-bezposrednio-przy-parku-zbaraska-po-remoncie-ID4wsBq.html,"Łódź, Górna",36.24,359000.0,9906.0,450.0,2.0,,wtórny
4 Pokojowe Mieszkanie Z Balkonem I Miejscem Parkin,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-z-balkonem-i-miejscem-parkin-ID4u9fx.html,"Łódź, Bałuty",68.0,499000.0,7338.0,700.0,4.0,,wtórny
Atrakcyjna Oferta - Apartament W Otoczeniu Natury.,https://www.otodom.pl/pl/oferta/atrakcyjna-oferta-apartament-w-otoczeniu-natury-ID4st19.html,"Łódź, Polesie",57.14,665000.0,11638.0,434.0,3.0,,wtórny
"Mieszkanie, Łódź",https://www.otodom.pl/pl/oferta/-ID4wjYl.html,"Łódź, Widzew",90.55,799000.0,8824.0,1100.0,3.0,,wtórny
Dwupokojowe Z Pięknym Widokiem / 37 + 4 M2,https://www.otodom.pl/pl/oferta/dwupokojowe-z-pieknym-widokiem-37-4-m2-ID4tb7a.html,"Łódź, Górna",40.04,307000.0,7667.0,500.0,2.0,,wtórny
Inwestycyjna Kawalerka w Centrum Miasta,https://www.otodom.pl/pl/oferta/inwestycyjna-kawalerka-w-centrum-miasta-ID4t6Db.html,"Łódź, Śródmieście",21.67,240000.0,11075.0,400.0,1.0,,wtórny
1-pokojowe mieszkanie 37m2 + balkon,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-37m2-balkon-ID4uey9.html,"Łódź, Polesie",37.09,404281.0,10900.0,,1.0,,pierwotny
Przytulne mieszkanie 2-pokojowe !!! NOWA CENA,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-2-pokojowe-nowa-cena-ID4uMbG.html,"Łódź, Widzew",47.64,599000.0,12573.0,,2.0,,wtórny
Złotno Apartament 3-pokojowy pow.60m2+taras30m2,https://www.otodom.pl/pl/oferta/zlotno-apartament-3-pokojowy-pow-60m2-taras30m2-ID4uWul.html,"Łódź, Polesie",60.0,645000.0,10750.0,750.0,3.0,,wtórny
"REZERWACJA Łódź-Dąbrowa- 3 pokoje- 45,21 m2-",https://www.otodom.pl/pl/oferta/rezerwacja-lodz-dabrowa-3-pokoje-45-21-m2-ID4wibx.html,"Łódź, Górna",45.21,420000.0,9290.0,500.0,3.0,,wtórny
M3 do odświeżenia-Zarzew,https://www.otodom.pl/pl/oferta/m3-do-odswiezenia-zarzew-ID4uZmx.html,"Łódź, Widzew",38.16,314000.0,8229.0,500.0,2.0,,wtórny
Przestronne mieszkanie z tarasem,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-z-tarasem-ID4wgjA.html,"Łódź, Górna",67.95,579000.0,8521.0,550.0,2.0,,wtórny
M4 przy Parku Podolskim,https://www.otodom.pl/pl/oferta/m4-przy-parku-podolskim-ID4tFcM.html,"Łódź, Widzew",47.22,373000.0,7814.0,800.0,3.0,,wtórny
Mieszkanie 4 pokoje Centrum Piotrkowska DEPTAK  GOTOWIEC INWESTYCYJNY,https://www.olx.pl/d/oferta/mieszkanie-4-pokoje-centrum-piotrkowska-deptak-gotowiec-inwestycyjny-CID3-ID11yaLu.html,"Łódź, Śródmieście",66.08,699000.0,10578.09,,4.0,Kamienica,Wtórny
"3-pok apartament z tarasem ul. Liściasta, brak PCC oszczędność 12 tys!",https://www.olx.pl/d/oferta/3-pok-apartament-z-tarasem-ul-lisciasta-brak-pcc-oszczednosc-12-tys-CID3-ID11QUfG.html,"Łódź, Bałuty",50.03,599000.0,11972.82,,3.0,Apartamentowiec,Pierwotny
DWUPAK kawalerek 49m2 Duży potencjał INWESTYCYJNY,https://www.otodom.pl/pl/oferta/dwupak-kawalerek-49m2-duzy-potencjal-inwestycyjny-ID4w53v.html,Łódź,49.0,228000.0,4653.0,,2.0,,wtórny
Mieszkanie na poddaszu do generalnego remontu,https://www.olx.pl/d/oferta/mieszkanie-na-poddaszu-do-generalnego-remontu-CID3-ID14CpUd.html,"Łódź, Górna",55.0,200000.0,3636.36,,3.0,Kamienica,Wtórny
Mieszkanie na zamkniętym osiedlu Łódź - Janów,https://www.otodom.pl/pl/oferta/mieszkanie-na-zamknietym-osiedlu-lodz-janow-ID4wjg8.html,"Łódź, Widzew",63.9,650000.0,10172.0,800.0,2.0,,wtórny
Dwupoziomowe Mieszkanie Na Rokiciu,https://www.otodom.pl/pl/oferta/dwupoziomowe-mieszkanie-na-rokiciu-ID4w7e0.html,"Łódź, Górna",114.0,680000.0,5965.0,0.0,4.0,,wtórny
"Okazja! Mieszkanie 62,4m, 3 pokoje Zielony Romanów",https://www.otodom.pl/pl/oferta/okazja-mieszkanie-62-4m-3-pokoje-zielony-romanow-ID4uKoL.html,"Łódź, Bałuty",62.4,480000.0,7692.0,820.0,3.0,,wtórny
BEZPOŚREDNIO 3 Pokoje Blisko Manufaktury,https://www.otodom.pl/pl/oferta/bezposrednio-3-pokoje-blisko-manufaktury-ID4wapF.html,"Łódź, Bałuty",63.0,573000.0,9095.0,650.0,3.0,,wtórny
2-pokojowe mieszkanie 40m2 + loggia Bezpośrednio,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-40m2-loggia-bezposrednio-ID4wsSI.html,"Łódź, Polesie",40.76,454474.0,11150.0,,2.0,,pierwotny
Jasne 3 Pokoje⭐Gotowe do Wprowadzenia⭐1 Piętro,https://www.otodom.pl/pl/oferta/jasne-3-pokojegotowe-do-wprowadzenia1-pietro-ID4sDrK.html,"Łódź, Śródmieście",62.42,499000.0,7994.0,380.0,3.0,,wtórny
Mieszkanie z oddzielną kuchnią w ok. Piotrkowskiej,https://www.otodom.pl/pl/oferta/mieszkanie-z-oddzielna-kuchnia-w-ok-piotrkowskiej-ID4un3B.html,"Łódź, Śródmieście",24.0,214000.0,8917.0,,1.0,,wtórny
3 pokoje ul. Dedeciusa Zarzew-Dąbrowa,https://www.otodom.pl/pl/oferta/3-pokoje-ul-dedeciusa-zarzew-dabrowa-ID4wecC.html,"Łódź, Górna",47.22,314000.0,6650.0,530.0,3.0,,wtórny
